# STATION: WBB,,,,,,,,,,,,,,,,
# STATION NAME: U of U William Browning Building,,,,,,,,,,,,,,,,
# LATITUDE: 40.76623,,,,,,,,,,,,,,,,
# LONGITUDE: -111.84755,,,,,,,,,,,,,,,,
# ELEVATION [ft]: 4806,,,,,,,,,,,,,,,,
# STATE: UT,,,,,,,,,,,,,,,,
,,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,precip_accum_five_minute_set_1,volt_set_1,solar_radiation_set_1,precip_accum_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,altimeter_set_1d
Station_ID,Date_Time,Pascals,Celsius,%,Meters/second,Degrees,Meters/second,Millimeters,volts,W/m**2,Millimeters,Celsius,Celsius,Degrees,Celsius,Pascals
WBB,06/11/2015 05:50 MDT,84974,17.46,58.12,2.1,50.95,2.64,,13.11,0.47,,9.08,,NE,,101397.07
WBB,06/11/2015 05:55 MDT,84982,17.48,57.7,1.39,19.14,2.45,,13.09,0.94,,8.99,,NNE,,101406.61
WBB,06/11/2015 06:00 MDT,84986,17.28,59.33,1.79,347.8,2.45,,13.14,1.86,,9.22,,NNW,,101411.39
WBB,06/11/2015 06:05 MDT,84987,17.3,59.54,1.21,349.5,1.96,,13.14,3.14,,9.29,,N,,101412.58
WBB,06/11/2015 06:10 MDT,84989,17.43,58.56,1.06,0.71,2.06,,13.14,3.39,,9.17,,N,,101414.97
WBB,06/11/2015 06:15 MDT,85000,17.53,57.24,1.82,0.6,2.25,,13.15,4.37,,8.92,,N,,101428.09
WBB,06/11/2015 06:20 MDT,85009,17.67,56.41,0.77,3.42,1.57,,13.11,7.08,,8.84,,N,,101438.83
WBB,06/11/2015 06:25 MDT,85014,17.81,56.72,0.78,332.6,1.67,,13.09,10.37,,9.05,,NNW,,101444.8
WBB,06/11/2015 06:30 MDT,85018,17.9,57.21,0.74,308.8,1.37,,13.15,14.5,,9.26,,NW,,101449.57
WBB,06/11/2015 06:35 MDT,85020,18.01,56.6,1.16,314.7,1.76,,13.15,20.42,,9.21,,NW,,101451.96
WBB,06/11/2015 06:40 MDT,85014,18,55.28,1.51,349.3,2.25,,13.13,30.01,,8.84,,N,,101444.8
WBB,06/11/2015 06:45 MDT,85015,18.1,56.67,0.74,165.4,1.76,,13.15,40.68,,9.31,,SSE,,101445.99
WBB,06/11/2015 06:50 MDT,85020,17.97,56.53,0.92,46.22,1.67,,13.15,49.16,,9.15,,NE,,101451.96
WBB,06/11/2015 06:55 MDT,85021,18.02,55.61,1.54,12.26,1.86,,13.08,55.78,,8.95,,NNE,,101453.15
WBB,06/11/2015 07:00 MDT,85026,18.11,55.81,1.59,358.3,2.16,,13.15,59.75,,9.09,,N,,101459.12
WBB,06/11/2015 07:05 MDT,85027,18.04,56.46,1.89,4.4,2.45,,13.08,64.79,,9.2,,N,,101460.31
WBB,06/11/2015 07:10 MDT,85029,18.11,56.33,1.59,349,2.25,,13.15,69.87,,9.23,,N,,101462.7
WBB,06/11/2015 07:15 MDT,85034,18.25,55.84,1.57,347.2,2.35,,13.09,65.51,,9.23,,NNW,,101468.66
WBB,06/11/2015 07:20 MDT,85038,18.27,56.27,1.55,337,2.16,,13.14,58.01,,9.36,,NNW,,101473.44
WBB,06/11/2015 07:25 MDT,85041,18.22,56.43,1.88,347.3,2.35,,13.06,55.73,,9.36,,NNW,,101477.02
WBB,06/11/2015 07:30 MDT,85041,18.2,57.17,2.03,344.8,2.45,,13.14,54.02,,9.53,,NNW,,101477.02
WBB,06/11/2015 07:35 MDT,85046,18.14,57.16,2.36,337.8,2.74,,13.07,60.96,,9.47,,NNW,,101482.98
WBB,06/11/2015 07:40 MDT,85053,18.22,56.66,2.03,340.5,2.45,,13.09,79.29,,9.42,,NNW,,101491.34
WBB,06/11/2015 07:45 MDT,85054,18.45,56.67,1.71,336.3,2.16,,13.14,180.8,,9.64,,NNW,,101492.53
WBB,06/11/2015 07:50 MDT,85057,19.1,54.41,1.51,329.4,2.25,,13.07,217.2,,9.64,,NNW,,101496.11
WBB,06/11/2015 07:55 MDT,85063,19.07,53.98,2.04,324.9,2.64,,13.07,179.1,,9.49,,NW,,101503.27
WBB,06/11/2015 08:00 MDT,85064,19.01,54.36,1.68,310.3,2.64,,13.13,154.2,,9.54,,NW,,101504.46
WBB,06/11/2015 08:05 MDT,85069,19.24,52.72,1.33,300.6,2.74,,13.08,155.5,,9.3,,WNW,,101510.43
WBB,06/11/2015 08:10 MDT,85076,19.27,53.06,1.55,314.4,2.35,,13.08,185.4,,9.42,,NW,,101518.78
WBB,06/11/2015 08:15 MDT,85081,19.75,50.88,0.73,295.8,1.57,,13.13,247.7,,9.24,,WNW,,101524.75
WBB,06/11/2015 08:20 MDT,85081,20.62,48.8,0.99,323.1,2.45,,13.05,270.5,,9.42,,NW,,101524.75
WBB,06/11/2015 08:25 MDT,85081,20.07,49.23,1.38,317.3,2.25,,13.05,329.5,,9.04,,NW,,101524.75
WBB,06/11/2015 08:30 MDT,85083,20.43,48.51,1.2,335.6,1.96,,13.11,318.5,,9.16,,NNW,,101527.14
WBB,06/11/2015 08:35 MDT,85084,20.6,49.1,0.37,10.11,1.28,,13.07,147.2,,9.49,,N,,101528.33
WBB,06/11/2015 08:40 MDT,85090,20.12,50.27,0.85,341.4,1.47,,13.03,126.8,,9.4,,NNW,,101535.49
WBB,06/11/2015 08:45 MDT,85094,19.7,51.46,0.85,343.7,1.47,,13.08,147.4,,9.36,,NNW,,101540.26
WBB,06/11/2015 08:50 MDT,85093,19.48,52.18,0.94,340,1.57,,13.02,173,,9.36,,NNW,,101539.07
WBB,06/11/2015 08:55 MDT,85094,19.48,52.43,0.98,346.2,1.28,,13.1,190.9,,9.44,,NNW,,101540.26
WBB,06/11/2015 09:00 MDT,85093,19.68,52.49,0.88,345.9,1.67,,13.09,204.4,,9.64,,NNW,,101539.07
WBB,06/11/2015 09:05 MDT,85096,19.7,52.49,1.11,333.8,1.57,,13.02,217.7,,9.66,,NNW,,101542.65
WBB,06/11/2015 09:10 MDT,85100,19.72,52.57,1.13,345.1,1.67,,13.09,218.3,,9.7,,NNW,,101547.42
WBB,06/11/2015 09:15 MDT,85100,19.9,51.7,1.03,357.3,1.67,,13.09,230.9,,9.62,,N,,101547.42
WBB,06/11/2015 09:20 MDT,85100,20.26,51.09,0.5,322.9,1.28,,13.08,237,,9.77,,NW,,101547.42
WBB,06/11/2015 09:25 MDT,85101,20.36,50.68,0.99,341.3,1.37,,13.08,241.3,,9.75,,NNW,,101548.61
WBB,06/11/2015 09:30 MDT,85102,20.37,50.71,0.59,2.46,1.08,,13.08,278,,9.76,,N,,101549.81
WBB,06/11/2015 09:35 MDT,85103,21.24,48.83,0.41,0.24,1.67,,13.07,373.9,,10,,N,,101551
WBB,06/11/2015 09:40 MDT,85102,21.47,47.89,0.95,262.7,2.16,,13,345.2,,9.92,,W,,101549.81
WBB,06/11/2015 09:45 MDT,85102,21.65,47.3,0.63,320.6,1.47,,13.07,560.8,,9.9,,NW,,101549.81
WBB,06/11/2015 09:50 MDT,85108,22.58,45.39,0.84,269.3,1.86,,13,428.7,,10.14,,W,,101556.97
WBB,06/11/2015 09:55 MDT,85108,22.02,46.14,0.62,228.7,1.28,,13.02,569.4,,9.87,,SW,,101556.97
WBB,06/11/2015 10:00 MDT,85106,21.89,46.46,1.54,229,2.74,,13.05,641.8,,9.86,,SW,,101554.58
WBB,06/11/2015 10:05 MDT,85106,21.43,48.32,1.46,228.2,2.35,,13.04,500.4,,10.02,,SW,,101554.58
WBB,06/11/2015 10:10 MDT,85107,21.22,48.79,1.2,250.6,1.96,,12.96,710.4,,9.97,,WSW,,101555.77
WBB,06/11/2015 10:15 MDT,85104,22.18,46.32,0.72,242.2,1.47,,13.04,760.6,,10.08,,WSW,,101552.19
WBB,06/11/2015 10:20 MDT,85095,23.52,42.82,0.38,142.4,1.47,,13.03,756.4,,10.12,,SE,,101541.45
WBB,06/11/2015 10:25 MDT,85093,23.98,42.76,1.29,138.5,2.45,,12.95,777.7,,10.52,,SE,,101539.07
WBB,06/11/2015 10:30 MDT,85092,23.5,44.39,1.11,155.6,2.55,,13.03,679.8,,10.65,,SSE,,101537.87
WBB,06/11/2015 10:35 MDT,85093,23.51,43.85,0.95,238.4,2.06,,12.94,741.8,,10.47,,WSW,,101539.07
WBB,06/11/2015 10:40 MDT,85093,22.99,44.85,1.7,311.2,3.33,,13.01,484.1,,10.34,,NW,,101539.07
WBB,06/11/2015 10:45 MDT,85095,21.04,50.52,2.6,321.4,3.72,,13.01,272.7,,10.33,,NW,,101541.45
WBB,06/11/2015 10:50 MDT,85095,20.8,51.05,1.74,2.23,2.74,,12.93,416.9,,10.26,,N,,101541.45
WBB,06/11/2015 10:55 MDT,85094,22,47.69,0.91,43.78,2.06,,12.95,883,,10.35,,NE,,101540.26
WBB,06/11/2015 11:00 MDT,85092,23.5,43.78,0.84,321.2,3.04,,13.01,770.8,,10.44,,NW,,101537.87
WBB,06/11/2015 11:05 MDT,85091,22.71,46.41,2.18,338.4,3.63,,13,387.3,,10.59,,NNW,,101536.68
WBB,06/11/2015 11:10 MDT,85091,21.47,49.29,2.32,1.33,4.02,,12.96,476,,10.36,,N,,101536.68
WBB,06/11/2015 11:15 MDT,85090,21.43,50.03,1.84,356.6,3.43,,13,293,,10.54,,N,,101535.49
WBB,06/11/2015 11:20 MDT,85088,21.55,50.8,2.29,311.7,3.82,,13,344.8,,10.88,,NW,,101533.1
WBB,06/11/2015 11:25 MDT,85088,22.07,49.41,1.48,264.2,3.13,,12.93,553.5,,10.95,,W,,101533.1
WBB,06/11/2015 11:30 MDT,85089,22.17,48.65,2.2,319.9,4.7,,13,384.5,,10.81,,NW,,101534.29
WBB,06/11/2015 11:35 MDT,85090,21.48,50.98,2.88,304.6,4.6,,12.91,294.9,,10.87,,NW,,101535.49
WBB,06/11/2015 11:40 MDT,85088,20.91,52.68,3.57,308.1,5.09,,13,293.6,,10.84,,NW,,101533.1
WBB,06/11/2015 11:45 MDT,85088,21.13,52.68,2.69,342.6,3.92,,13,432.4,,11.04,,NNW,,101533.1
WBB,06/11/2015 11:50 MDT,85084,21.31,53.17,3.32,3.74,5.39,,13,499.8,,11.35,,N,,101528.33
WBB,06/11/2015 11:55 MDT,85084,20.89,54.61,4.61,5.92,6.56,,12.95,373.3,,11.36,,N,,101528.33
WBB,06/11/2015 12:00 MDT,85084,20.3,56.83,4.6,357.4,6.17,,13,380.4,,11.42,,N,,101528.33
WBB,06/11/2015 12:05 MDT,85084,20.29,57.93,3.63,352,5.39,,13,396.5,,11.7,,N,,101528.33
WBB,06/11/2015 12:10 MDT,85085,20.29,59.08,4.91,2.97,6.86,,13.01,378.2,,12,,N,,101529.52
WBB,06/11/2015 12:15 MDT,85090,19.98,58.43,4.72,356.3,6.27,,13.01,403.2,,11.54,,N,,101535.49
WBB,06/11/2015 12:20 MDT,85086,20.21,56.9,3.97,352.7,5.29,,12.93,456.2,,11.35,,N,,101530.71
WBB,06/11/2015 12:25 MDT,85077,20.41,57.71,4.42,7.05,6.47,,12.95,537.3,,11.75,,N,,101519.98
WBB,06/11/2015 12:30 MDT,85076,20.76,54.65,4.24,10.02,6.66,,13.01,815,,11.25,,N,,101518.78
WBB,06/11/2015 12:35 MDT,85068,21.51,53.4,2.51,6.08,3.92,,12.95,1042,,11.6,,N,,101509.24
WBB,06/11/2015 12:40 MDT,85069,21.6,52.16,5.42,343.1,6.76,,12.95,876,,11.33,,NNW,,101510.43
WBB,06/11/2015 12:45 MDT,85068,21.42,54.15,4.01,0.21,5.98,,13.01,881,,11.73,,N,,101509.24
WBB,06/11/2015 12:50 MDT,85065,21.63,52.51,3.8,347.1,5.59,,12.95,994,,11.46,,NNW,,101505.66
WBB,06/11/2015 12:55 MDT,85065,21.44,53.92,3.71,355,6.08,,12.93,327.5,,11.68,,N,,101505.66
WBB,06/11/2015 13:00 MDT,85063,20.83,57.52,4.79,331.6,6.56,,13,309.4,,12.1,,NNW,,101503.27
WBB,06/11/2015 13:05 MDT,85064,20.59,57.91,5.31,336.7,6.96,,12.95,311.5,,11.97,,NNW,,101504.46
WBB,06/11/2015 13:10 MDT,85066,20.24,61.71,5.37,344.4,7.25,,12.95,304.7,,12.62,,NNW,,101506.85
WBB,06/11/2015 13:15 MDT,85076,20.13,61.66,4.66,339.4,6.27,,13.01,326.6,,12.5,,NNW,,101518.78
WBB,06/11/2015 13:20 MDT,85074,20.13,58.81,3.9,341.5,5.59,,12.94,324.5,,11.78,,NNW,,101516.4
WBB,06/11/2015 13:25 MDT,85065,20.45,55.28,3.85,336.8,4.8,,12.95,375.7,,11.14,,NNW,,101505.66
WBB,06/11/2015 13:30 MDT,85064,20.67,52.49,2.53,324.2,4.21,,13.01,415.7,,10.56,,NW,,101504.46
WBB,06/11/2015 13:35 MDT,85058,21.68,51.29,1.06,310.9,3.92,,13.01,554.4,,11.15,,NW,,101497.3
WBB,06/11/2015 13:40 MDT,85049,22.56,48.85,1.49,310.7,4.41,,13.01,1032,,11.23,,NW,,101486.56
WBB,06/11/2015 13:45 MDT,85050,23.12,44.71,2.63,290,5.59,,13.01,1074,,10.41,,WNW,,101487.76
WBB,06/11/2015 13:50 MDT,85057,22.82,44.21,3.73,304.8,6.66,,13,1144,,9.96,,NW,,101496.11
WBB,06/11/2015 13:55 MDT,85056,22.9,42.34,4.42,304.9,6.76,,12.93,1164,,9.39,,NW,,101494.92
WBB,06/11/2015 14:00 MDT,85048,23.08,41.42,4.2,306.8,7.45,,13,1172,,9.23,,NW,,101485.37
WBB,06/11/2015 14:05 MDT,85051,23.3,40.06,2.77,293.5,7.25,,12.92,1138,,8.93,,WNW,,101488.95
WBB,06/11/2015 14:10 MDT,85056,23.73,38.43,4.7,312.5,7.55,,12.93,1133,,8.7,,NW,,101494.92
WBB,06/11/2015 14:15 MDT,85052,22.53,39.9,4.42,325.1,6.76,,12.98,1150,,8.18,,NW,,101490.14
WBB,06/11/2015 14:20 MDT,85050,23.74,38.35,2.69,334.5,5.78,,12.9,1140,,8.68,,NNW,,101487.76
WBB,06/11/2015 14:25 MDT,85056,23.33,41.19,3.53,308.2,6.37,,12.99,991,,9.37,,NW,,101494.92
WBB,06/11/2015 14:30 MDT,85059,23.22,43.45,2.96,302.2,7.84,,12.98,530.1,,10.07,,WNW,,101498.5
WBB,06/11/2015 14:35 MDT,85063,22.5,45.17,3.29,271,6.47,,12.98,278.1,,9.99,,W,,101503.27
WBB,06/11/2015 14:40 MDT,85075,21.96,45.83,3.96,310.4,7.25,,12.91,155.4,,9.72,,NW,,101517.59
WBB,06/11/2015 14:45 MDT,85081,21.09,51.36,3.69,49.02,7.05,,12.98,124.1,,10.62,,NE,,101524.75
WBB,06/11/2015 14:50 MDT,85067,19.01,66.51,4.38,75.24,7.16,,12.98,119.1,,12.59,,ENE,,101508.04
WBB,06/11/2015 14:55 MDT,85069,18.53,67.15,4.38,90.3,6.27,,12.95,140.7,,12.28,,E,,101510.43
WBB,06/11/2015 15:00 MDT,85066,18.37,70.48,3.61,100.4,5.2,,13.01,190.6,,12.87,,E,,101506.85
WBB,06/11/2015 15:05 MDT,85064,18.64,65.18,3.41,80.2,4.51,,12.95,260.8,,11.93,,E,,101504.46
WBB,06/11/2015 15:10 MDT,85067,19.25,60.57,2.7,71.19,3.82,,12.95,295.5,,11.39,,ENE,,101508.04
WBB,06/11/2015 15:15 MDT,85070,19.75,59.41,2.9,85.9,4.41,,13.03,295.1,,11.57,,E,,101511.62
WBB,06/11/2015 15:20 MDT,85064,19.52,60.44,4.52,78,7.35,,13.03,267.9,,11.62,,ENE,,101504.46
WBB,06/11/2015 15:25 MDT,85057,19.07,59.4,5.42,69.55,7.05,,13.03,318.3,,10.93,,ENE,,101496.11
WBB,06/11/2015 15:30 MDT,85054,19.42,56.37,4.67,70.24,6.17,,13.03,335.8,,10.47,,ENE,,101492.53
WBB,06/11/2015 15:35 MDT,85052,19.93,54.08,3.46,73.6,4.9,,13.03,318,,10.32,,ENE,,101490.14
WBB,06/11/2015 15:40 MDT,85044,20.27,52.66,3.18,78.04,5.49,,12.97,317.5,,10.24,,ENE,,101480.6
WBB,06/11/2015 15:45 MDT,85041,20.42,52.66,3.06,74.97,4.6,,13.04,370.3,,10.38,,ENE,,101477.02
WBB,06/11/2015 15:50 MDT,85036,20.67,50.7,2.84,73.31,4.51,,12.98,365.9,,10.04,,ENE,,101471.05
WBB,06/11/2015 15:55 MDT,85031,21.12,49.13,2.37,83.9,4.31,,12.98,339,,9.98,,E,,101465.08
WBB,06/11/2015 16:00 MDT,85030,21.21,49.62,2.38,90.8,3.82,,13.03,323.4,,10.22,,E,,101463.89
WBB,06/11/2015 16:05 MDT,85035,21.28,51.25,1.82,98.9,2.84,,13.03,313.6,,10.77,,E,,101469.86
WBB,06/11/2015 16:10 MDT,85039,21.22,49.22,2.41,99.3,3.53,,12.96,312,,10.1,,E,,101474.63
WBB,06/11/2015 16:15 MDT,85041,21.26,50.19,2.25,113.1,3.23,,13.03,327,,10.43,,ESE,,101477.02
WBB,06/11/2015 16:20 MDT,85049,21.41,52.03,2.35,114.5,3.33,,13.03,346.9,,11.12,,ESE,,101486.56
WBB,06/11/2015 16:25 MDT,85059,21.43,50.78,3.09,101.7,4.12,,12.98,377.6,,10.77,,ESE,,101498.5
WBB,06/11/2015 16:30 MDT,85069,21.66,51.93,2.31,73.48,3.63,,12.95,499.5,,11.32,,ENE,,101510.43
WBB,06/11/2015 16:35 MDT,85069,22.31,53.23,2.54,24.98,3.72,,12.97,585.2,,12.3,,NNE,,101510.43
WBB,06/11/2015 16:40 MDT,85065,22.62,51.5,2.16,57.12,3.63,,12.97,609.4,,12.08,,ENE,,101505.66
WBB,06/11/2015 16:45 MDT,85054,22.69,49.66,2.82,41.92,4.21,,13.02,677.7,,11.6,,NE,,101492.53
WBB,06/11/2015 16:50 MDT,85050,23.5,47.55,1.3,36.67,2.74,,13.01,677.9,,11.68,,NE,,101487.76
WBB,06/11/2015 16:55 MDT,85044,23.26,48.1,2.6,81,4.21,,13.01,730.3,,11.64,,E,,101480.6
WBB,06/11/2015 17:00 MDT,85040,22.65,49.98,1.94,66.08,4.6,,13.01,451.2,,11.66,,ENE,,101475.82
WBB,06/11/2015 17:05 MDT,85038,22.82,47,1.05,50.31,2.64,,13.01,269.4,,10.88,,NE,,101473.44
WBB,06/11/2015 17:10 MDT,85038,23.07,46.29,1.94,10.45,3.63,,13.01,313.5,,10.88,,N,,101473.44
WBB,06/11/2015 17:15 MDT,85036,22.95,47.21,2.62,0.17,4.8,,12.93,364.8,,11.07,,N,,101471.05
WBB,06/11/2015 17:20 MDT,85033,22.34,49.64,2.73,1.37,4.41,,12.94,241.1,,11.27,,N,,101467.47
WBB,06/11/2015 17:25 MDT,85033,22.47,49.73,1.93,39.37,3.13,,13.01,207.6,,11.41,,NE,,101467.47
WBB,06/11/2015 17:30 MDT,85033,22.38,50.06,2.03,359.1,3.92,,13.01,194,,11.43,,N,,101467.47
WBB,06/11/2015 17:35 MDT,85036,22.36,50.86,1.43,1.77,2.45,,13.01,189.4,,11.65,,N,,101471.05
WBB,06/11/2015 17:40 MDT,85038,22.77,49.74,1.35,40.12,2.35,,13.01,188.4,,11.69,,NE,,101473.44
WBB,06/11/2015 17:45 MDT,85045,22.45,50.86,1.7,31,2.84,,13.01,187.1,,11.74,,NNE,,101481.79
WBB,06/11/2015 17:50 MDT,85054,22.53,50.2,1.91,57.02,3.92,,13.01,187.5,,11.61,,ENE,,101492.53
WBB,06/11/2015 17:55 MDT,85058,22.19,52.05,2.76,69.41,4.41,,12.99,189.9,,11.85,,ENE,,101497.3
WBB,06/11/2015 18:00 MDT,85060,22.36,51.81,1.44,67.68,2.64,,12.94,198.4,,11.93,,ENE,,101499.69
WBB,06/11/2015 18:05 MDT,85055,22.4,51.06,2.42,71.83,3.43,,12.98,250.8,,11.75,,ENE,,101493.72
WBB,06/11/2015 18:10 MDT,85063,22.61,50.16,2.41,77.71,3.92,,12.96,415.1,,11.67,,ENE,,101503.27
WBB,06/11/2015 18:15 MDT,85064,22.82,48.54,3.08,85.6,4.41,,13.01,586.6,,11.37,,E,,101504.46
WBB,06/11/2015 18:20 MDT,85064,22.86,47.49,3,97.2,4.41,,13.01,364.9,,11.08,,E,,101504.46
WBB,06/11/2015 18:25 MDT,85062,22.51,48.42,3,88.2,4.6,,12.94,289.6,,11.05,,E,,101502.08
WBB,06/11/2015 18:30 MDT,85052,22.71,45.77,2.32,103.2,3.82,,12.96,287.5,,10.38,,ESE,,101490.14
WBB,06/11/2015 18:35 MDT,85049,23,45.05,2.5,82.6,4.6,,12.94,384.9,,10.41,,E,,101486.56
WBB,06/11/2015 18:40 MDT,85053,22.98,45.55,3.14,80.5,5.09,,12.95,250.9,,10.56,,E,,101491.34
WBB,06/11/2015 18:45 MDT,85051,22.64,45.89,3.72,67.29,4.9,,13,186,,10.36,,ENE,,101488.95
WBB,06/11/2015 18:50 MDT,85046,23.08,44.84,3.79,61.4,5.98,,12.93,403.3,,10.41,,ENE,,101482.98
WBB,06/11/2015 18:55 MDT,85050,23.54,44.27,3.88,81,7.74,,12.96,250.2,,10.64,,E,,101487.76
WBB,06/11/2015 19:00 MDT,85043,22.81,47,4.39,80.8,5.49,,13,95.7,,10.87,,E,,101479.4
WBB,06/11/2015 19:05 MDT,85041,22.21,50.85,4.79,101.6,7.45,,13,63.32,,11.51,,ESE,,101477.02
WBB,06/11/2015 19:10 MDT,85050,21.69,52.72,5.78,94.4,7.45,,12.94,39.39,,11.58,,E,,101487.76
WBB,06/11/2015 19:15 MDT,85062,21.55,52.81,4.63,88.9,6.47,,13.01,27.24,,11.47,,E,,101502.08
WBB,06/11/2015 19:20 MDT,85065,21.69,51.91,3.58,85,5.49,,12.94,20.43,,11.34,,E,,101505.66
WBB,06/11/2015 19:25 MDT,85070,21.78,48.07,3.33,95.1,5.39,,12.95,17.28,,10.27,,E,,101511.62
WBB,06/11/2015 19:30 MDT,85082,21.85,47.75,1.86,95.7,2.84,,12.96,14.52,,10.23,,E,,101525.94
WBB,06/11/2015 19:35 MDT,85089,21.79,47.99,1.67,99.8,2.84,,12.94,12.9,,10.25,,E,,101534.29
WBB,06/11/2015 19:40 MDT,85097,21.65,49.63,0.92,103.9,3.23,,12.98,12.51,,10.63,,ESE,,101543.84
WBB,06/11/2015 19:45 MDT,85119,21.62,51.7,2.75,247.6,4.8,,13.03,13.74,,11.21,,WSW,,101570.09
WBB,06/11/2015 19:50 MDT,85113,21.42,55.07,1.2,93.8,3.04,,12.97,17.39,,11.99,,E,,101562.93
WBB,06/11/2015 19:55 MDT,85096,21.29,54.5,1.27,125,2.35,,13.03,26.82,,11.71,,SE,,101542.65
WBB,06/11/2015 20:00 MDT,85097,21.39,53.79,1.56,124.9,3.43,,13.03,45.19,,11.6,,SE,,101543.84
WBB,06/11/2015 20:05 MDT,85108,21.39,51.46,1.4,139.4,2.74,,12.97,64.1,,10.93,,SE,,101556.97
WBB,06/11/2015 20:10 MDT,85121,21.59,48.99,1.81,182.1,2.55,,13.04,88.8,,10.37,,S,,101572.48
WBB,06/11/2015 20:15 MDT,85123,21.75,47.69,2.12,209.6,2.94,,12.97,126.3,,10.12,,SSW,,101574.87
WBB,06/11/2015 20:20 MDT,85123,21.9,47.87,1.21,195.8,2.25,,13.05,130.3,,10.31,,SSW,,101574.87
WBB,06/11/2015 20:25 MDT,85115,21.94,46.78,1.08,94.6,2.64,,12.99,131.4,,10,,E,,101565.32
WBB,06/11/2015 20:30 MDT,85114,21.71,44.74,2.2,63.87,3.82,,13.05,123.7,,9.13,,ENE,,101564.13
WBB,06/11/2015 20:35 MDT,85112,21.55,44.87,2.74,79.41,4.21,,12.99,108.2,,9.03,,E,,101561.74
WBB,06/11/2015 20:40 MDT,85106,21.28,45.81,3.84,60.36,6.17,,12.98,80,,9.09,,ENE,,101554.58
WBB,06/11/2015 20:45 MDT,85097,21.08,46.79,4.86,63.47,6.96,,13.05,48.97,,9.22,,ENE,,101543.84
WBB,06/11/2015 20:50 MDT,85089,20.9,48.12,4.72,70.74,6.96,,13.05,33.98,,9.47,,ENE,,101534.29
WBB,06/11/2015 20:55 MDT,85090,20.87,48.06,4.82,61.17,6.86,,13,24.12,,9.42,,ENE,,101535.49
WBB,06/11/2015 21:00 MDT,85098,20.78,48.11,5.24,49.94,8.23,,13.05,14.25,,9.36,,NE,,101545.03
WBB,06/11/2015 21:05 MDT,85104,20.73,48.18,5.52,47.96,8.03,,12.99,8.5,,9.33,,NE,,101552.19
WBB,06/11/2015 21:10 MDT,85105,20.9,46.74,5.63,47.91,8.62,,13,3.87,,9.04,,NE,,101553.39
WBB,06/11/2015 21:15 MDT,85105,20.99,46.34,5.72,51.19,7.84,,12.99,1.12,,8.99,,NE,,101553.39
WBB,06/11/2015 21:20 MDT,85107,20.84,47.5,5.07,59.32,8.13,,12.99,0.28,,9.22,,ENE,,101555.77
WBB,06/11/2015 21:25 MDT,85111,20.74,48.07,5.38,66.95,7.55,,12.99,0,,9.31,,ENE,,101560.55
WBB,06/11/2015 21:30 MDT,85116,20.69,48.23,5.97,72.41,7.64,,13.06,0,,9.31,,ENE,,101566.51
WBB,06/11/2015 21:35 MDT,85122,20.64,48.52,5.41,75.9,8.03,,12.98,0,,9.35,,ENE,,101573.67
WBB,06/11/2015 21:40 MDT,85127,20.6,48.39,5.05,76.95,7.35,,13.02,0,,9.28,,ENE,,101579.64
WBB,06/11/2015 21:45 MDT,85137,20.58,48.18,4.88,76.13,7.05,,13.06,0,,9.19,,ENE,,101591.57
WBB,06/11/2015 21:50 MDT,85144,20.59,47.98,4.86,76.36,7.16,,13.06,0,,9.14,,ENE,,101599.92
WBB,06/11/2015 21:55 MDT,85148,20.61,47.63,4.67,74.56,7.64,,13.06,0,,9.05,,ENE,,101604.7
WBB,06/11/2015 22:00 MDT,85153,20.62,47.25,3.82,68.52,6.47,,13.07,0,,8.94,,ENE,,101610.66
WBB,06/11/2015 22:05 MDT,85157,20.71,46.32,3.98,58.74,6.37,,13,0,,8.73,,ENE,,101615.44
WBB,06/11/2015 22:10 MDT,85157,20.83,45.54,4.71,59.4,7.16,,13,0,,8.59,,ENE,,101615.44
WBB,06/11/2015 22:15 MDT,85159,20.88,44.93,4.84,60.69,7.05,,13.07,0,,8.43,,ENE,,101617.82
WBB,06/11/2015 22:20 MDT,85156,20.92,44.57,5.19,58.35,7.25,,13.01,0,,8.35,,ENE,,101614.24
WBB,06/11/2015 22:25 MDT,85156,20.94,44.47,5.3,64.85,7.64,,13,0,,8.34,,ENE,,101614.24
WBB,06/11/2015 22:30 MDT,85156,20.87,45.23,5.28,70.77,8.72,,13.07,0,,8.52,,ENE,,101614.24
WBB,06/11/2015 22:35 MDT,85160,20.8,45.55,5.51,74.43,8.82,,13.01,0,,8.56,,ENE,,101619.02
WBB,06/11/2015 22:40 MDT,85160,20.73,45.65,6.22,76.15,9.9,,13.02,0,,8.53,,ENE,,101619.02
WBB,06/11/2015 22:45 MDT,85165,20.53,46.53,5.37,80.4,8.43,,13.07,0,,8.63,,E,,101624.98
WBB,06/11/2015 22:50 MDT,85170,20.37,47.19,4.84,82.7,7.64,,13.02,0,,8.69,,E,,101630.95
WBB,06/11/2015 22:55 MDT,85177,20.26,47.71,5.13,84.5,7.94,,13.01,0,,8.75,,E,,101639.3
WBB,06/11/2015 23:05 MDT,85180,20.33,47.27,4.98,79.03,9.31,,13.08,0,,8.68,,E,,101642.88
