# STATION: WBB
# STATION NAME: U of U William Browning Building
# LATITUDE: 40.76623
# LONGITUDE: -111.84755
# ELEVATION [ft]: 4806
# STATE: UT
Station_ID,Date_Time,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,precip_accum_five_minute_set_1,volt_set_1,solar_radiation_set_1,precip_accum_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,altimeter_set_1d
WBB,08/01/2015 03:00 MDT,85563.0,25.16,17.17,2.19,66.58,5.78,,13.04,0.0,,-1.46,,ENE,,102099.91
WBB,08/01/2015 03:05 MDT,85551.0,26.03,15.46,4.33,55.9,7.64,,12.96,0.0,,-2.16,,NE,,102085.59
WBB,08/01/2015 03:10 MDT,85545.0,26.4,15.01,4.53,54.52,7.55,,12.98,0.0,,-2.25,,NE,,102078.43
WBB,08/01/2015 03:15 MDT,85554.0,25.85,16.16,3.15,45.7,4.31,,13.04,0.0,,-1.71,,NE,,102089.17
WBB,08/01/2015 03:20 MDT,85554.0,25.96,16.05,3.08,52.58,5.49,,12.99,0.0,,-1.71,,NE,,102089.17
WBB,08/01/2015 03:25 MDT,85553.0,26.37,15.58,3.91,51.9,6.47,,13.04,0.0,,-1.78,,NE,,102087.97
WBB,08/01/2015 03:30 MDT,85554.0,26.31,15.84,2.83,49.33,5.09,,13.04,0.0,,-1.6,,NE,,102089.17
WBB,08/01/2015 03:35 MDT,85554.0,25.82,16.73,1.83,33.12,4.8,,13.0,0.0,,-1.27,,NNE,,102089.17
WBB,08/01/2015 03:40 MDT,85552.0,24.98,17.69,2.93,22.07,4.31,,12.95,0.0,,-1.2,,NNE,,102086.78
WBB,08/01/2015 03:45 MDT,85551.0,25.06,17.5,2.54,16.88,4.12,,13.04,0.0,,-1.28,,NNE,,102085.59
WBB,08/01/2015 03:50 MDT,85551.0,24.66,18.16,1.44,70.23,2.25,,13.04,0.0,,-1.11,,ENE,,102085.59
WBB,08/01/2015 03:55 MDT,85548.0,24.82,18.22,1.56,130.2,2.06,,12.97,0.0,,-0.93,,SE,,102082.01
WBB,08/01/2015 04:00 MDT,85545.0,25.23,17.27,1.91,147.0,2.74,,13.04,0.0,,-1.32,,SSE,,102078.43
WBB,08/01/2015 04:05 MDT,85551.0,25.42,16.7,1.57,134.2,2.35,,12.99,0.0,,-1.62,,SE,,102085.59
WBB,08/01/2015 04:10 MDT,85552.0,25.44,17.09,0.55,24.5,1.57,,12.98,0.0,,-1.29,,NNE,,102086.78
WBB,08/01/2015 04:15 MDT,85548.0,25.12,17.38,2.27,8.58,3.63,,13.04,0.0,,-1.33,,N,,102082.01
WBB,08/01/2015 04:20 MDT,85548.0,25.41,16.89,2.34,10.97,3.33,,13.04,0.0,,-1.47,,N,,102082.01
WBB,08/01/2015 04:25 MDT,85555.0,25.09,17.66,1.04,17.84,2.64,,12.98,0.0,,-1.13,,NNE,,102090.36
WBB,08/01/2015 04:30 MDT,85555.0,24.76,18.04,2.07,0.3,4.8,,13.04,0.0,,-1.12,,N,,102090.36
WBB,08/01/2015 04:35 MDT,85555.0,24.69,18.1,0.9,35.12,1.86,,12.97,0.0,,-1.13,,NE,,102090.36
WBB,08/01/2015 04:40 MDT,85555.0,24.76,17.89,1.67,9.01,3.53,,12.97,0.0,,-1.23,,N,,102090.36
WBB,08/01/2015 04:45 MDT,85555.0,24.85,18.29,1.23,355.7,3.63,,13.05,0.0,,-0.86,,N,,102090.36
WBB,08/01/2015 04:50 MDT,85555.0,23.9,20.65,1.3,327.2,2.74,,12.99,0.0,,0.01,,NNW,,102090.36
WBB,08/01/2015 04:55 MDT,85555.0,23.26,21.2,1.86,359.4,2.84,,13.05,0.0,,-0.17,,N,,102090.36
WBB,08/01/2015 05:00 MDT,85555.0,23.26,20.43,1.5,11.89,2.16,,13.05,0.0,,-0.68,,NNE,,102090.36
WBB,08/01/2015 05:05 MDT,85552.0,23.94,19.07,2.83,8.78,4.12,,13.06,0.0,,-1.04,,N,,102086.78
WBB,08/01/2015 05:10 MDT,85545.0,24.38,18.83,1.9,16.63,4.12,,13.0,0.0,,-0.85,,NNE,,102078.43
WBB,08/01/2015 05:15 MDT,85546.0,23.49,21.23,1.33,120.3,1.86,,13.06,0.0,,0.04,,ESE,,102079.62
WBB,08/01/2015 05:20 MDT,85547.0,23.85,19.92,0.9,155.0,2.35,,12.99,0.0,,-0.53,,SSE,,102080.81
WBB,08/01/2015 05:25 MDT,85552.0,23.99,19.59,0.96,91.7,1.96,,13.01,0.0,,-0.64,,E,,102086.78
WBB,08/01/2015 05:30 MDT,85549.0,23.76,20.56,0.62,157.1,1.08,,13.06,0.0,,-0.17,,SSE,,102083.2
WBB,08/01/2015 05:35 MDT,85546.0,23.21,21.5,0.62,151.9,1.18,,13.06,0.0,,-0.02,,SSE,,102079.62
WBB,08/01/2015 05:40 MDT,85545.0,23.06,21.9,0.73,21.79,1.57,,13.01,0.0,,0.11,,NNE,,102078.43
WBB,08/01/2015 05:45 MDT,85547.0,22.44,23.93,1.58,335.1,2.74,,13.07,0.0,,0.8,,NNW,,102080.81
WBB,08/01/2015 05:50 MDT,85558.0,21.73,24.23,1.45,317.2,2.25,,13.07,0.0,,0.37,,NW,,102093.94
WBB,08/01/2015 05:55 MDT,85559.0,21.74,23.7,1.34,312.9,2.06,,13.04,0.0,,0.07,,NW,,102095.13
WBB,08/01/2015 06:00 MDT,85568.0,21.6,23.38,3.07,329.3,3.82,,13.07,0.0,,-0.23,,NNW,,102105.87
WBB,08/01/2015 06:05 MDT,85573.0,21.29,24.07,2.65,340.7,3.53,,13.0,0.07,,-0.1,,NNW,,102111.84
WBB,08/01/2015 06:10 MDT,85574.0,21.27,24.35,2.34,343.8,3.04,,13.01,0.47,,0.04,,NNW,,102113.03
WBB,08/01/2015 06:15 MDT,85580.0,21.44,23.61,1.9,318.9,3.33,,13.08,1.2,,-0.24,,NW,,102120.19
WBB,08/01/2015 06:20 MDT,85585.0,21.76,23.4,1.04,324.2,2.45,,13.08,2.23,,-0.09,,NW,,102126.16
WBB,08/01/2015 06:25 MDT,85586.0,21.78,22.98,1.43,25.6,2.84,,13.03,3.75,,-0.32,,NNE,,102127.35
WBB,08/01/2015 06:30 MDT,85587.0,22.3,22.12,1.92,354.1,2.84,,13.08,5.49,,-0.4,,N,,102128.54
WBB,08/01/2015 06:35 MDT,85597.0,22.29,22.28,1.33,342.3,2.64,,13.0,7.3,,-0.31,,NNW,,102140.48
WBB,08/01/2015 06:40 MDT,85608.0,22.13,22.42,0.51,21.84,1.47,,13.02,9.11,,-0.36,,NNE,,102153.6
WBB,08/01/2015 06:45 MDT,85613.0,22.13,21.92,0.56,324.9,2.45,,13.08,11.1,,-0.67,,NW,,102159.57
WBB,08/01/2015 06:50 MDT,85613.0,22.32,22.13,0.61,46.12,2.25,,13.01,12.94,,-0.38,,NE,,102159.57
WBB,08/01/2015 06:55 MDT,85615.0,22.26,22.65,0.51,202.4,1.18,,13.03,14.78,,-0.11,,SSW,,102161.96
WBB,08/01/2015 07:00 MDT,85621.0,21.92,23.48,0.6,136.8,1.86,,13.09,16.62,,0.1,,SE,,102169.12
WBB,08/01/2015 07:05 MDT,85627.0,21.65,24.53,0.53,98.2,1.37,,13.04,18.36,,0.47,,E,,102176.27
WBB,08/01/2015 07:10 MDT,85630.0,21.66,24.98,0.65,87.3,1.08,,13.05,30.93,,0.73,,E,,102179.85
WBB,08/01/2015 07:15 MDT,85632.0,22.29,24.03,0.91,72.95,1.47,,13.1,87.1,,0.73,,ENE,,102182.24
WBB,08/01/2015 07:20 MDT,85629.0,22.75,22.55,1.78,88.5,2.16,,13.02,107.9,,0.25,,E,,102178.66
WBB,08/01/2015 07:25 MDT,85630.0,23.33,21.39,2.19,82.2,2.55,,13.04,127.8,,0.01,,E,,102179.85
WBB,08/01/2015 07:30 MDT,85636.0,23.73,20.63,1.78,86.3,2.16,,13.09,121.3,,-0.15,,E,,102187.01
WBB,08/01/2015 07:35 MDT,85640.0,23.89,20.84,1.48,91.9,1.96,,13.01,159.3,,0.12,,E,,102191.79
WBB,08/01/2015 07:40 MDT,85648.0,24.17,21.48,0.43,87.3,1.47,,13.04,173.5,,0.78,,E,,102201.33
WBB,08/01/2015 07:45 MDT,85659.0,25.36,20.84,0.01,146.9,0.39,,13.08,188.2,,1.36,,SSE,,102214.46
WBB,08/01/2015 07:50 MDT,85667.0,25.07,23.25,0.7,275.3,1.67,,13.03,202.6,,2.64,,W,,102224.01
WBB,08/01/2015 07:55 MDT,85670.0,23.43,27.87,0.31,279.4,1.37,,13.08,217.1,,3.79,,W,,102227.59
WBB,08/01/2015 08:00 MDT,85675.0,23.66,23.67,0.77,321.7,1.37,,13.08,231.7,,1.69,,NW,,102233.55
WBB,08/01/2015 08:05 MDT,85681.0,23.01,22.91,0.97,340.4,1.28,,13.07,246.5,,0.68,,NNW,,102240.71
WBB,08/01/2015 08:10 MDT,85681.0,23.27,22.87,0.77,2.59,1.08,,13.02,261.3,,0.88,,N,,102240.71
WBB,08/01/2015 08:15 MDT,85683.0,23.27,23.6,1.0,3.47,1.57,,13.07,277.8,,1.32,,N,,102243.1
WBB,08/01/2015 08:20 MDT,85691.0,23.58,23.56,0.73,22.16,1.18,,13.01,295.8,,1.56,,NNE,,102252.64
WBB,08/01/2015 08:25 MDT,85694.0,24.83,22.39,0.23,40.16,0.68,,12.99,313.0,,1.91,,NE,,102256.22
WBB,08/01/2015 08:30 MDT,85693.0,25.71,22.11,0.15,53.99,0.59,,13.06,332.1,,2.48,,NE,,102255.03
WBB,08/01/2015 08:35 MDT,85698.0,26.77,21.66,0.16,202.1,0.88,,12.98,340.8,,3.08,,SSW,26.07,102261.0
WBB,08/01/2015 08:40 MDT,85704.0,26.1,23.37,0.67,247.8,1.47,,13.05,334.8,,3.59,,WSW,,102268.16
WBB,08/01/2015 08:45 MDT,85712.0,24.96,25.78,0.55,272.9,1.28,,13.04,337.9,,4.0,,W,,102277.7
WBB,08/01/2015 08:50 MDT,85716.0,24.5,27.08,0.42,285.8,1.08,,13.01,213.0,,4.3,,WNW,,102282.48
WBB,08/01/2015 08:55 MDT,85715.0,23.18,28.08,0.95,324.9,1.57,,13.04,298.3,,3.68,,NW,,102281.28
WBB,08/01/2015 09:00 MDT,85714.0,23.66,28.66,0.28,28.21,0.98,,13.04,376.6,,4.38,,NNE,,102280.09
WBB,08/01/2015 09:05 MDT,85714.0,25.33,26.82,0.1,96.6,0.78,,12.97,395.7,,4.88,,E,,102280.09
WBB,08/01/2015 09:10 MDT,85713.0,26.1,24.97,0.44,85.0,1.08,,12.96,450.0,,4.53,,E,,102278.9
WBB,08/01/2015 09:15 MDT,85712.0,25.84,25.77,0.76,88.0,1.37,,13.03,463.7,,4.75,,E,,102277.7
WBB,08/01/2015 09:20 MDT,85713.0,25.39,24.47,1.09,91.7,1.47,,12.96,460.8,,3.63,,E,,102278.9
WBB,08/01/2015 09:25 MDT,85713.0,25.57,21.91,0.71,101.9,1.28,,12.94,479.6,,2.23,,ESE,,102278.9
WBB,08/01/2015 09:30 MDT,85713.0,27.29,18.68,0.03,50.94,0.59,,13.01,507.8,,1.45,,NE,26.56,102278.9
WBB,08/01/2015 09:35 MDT,85716.0,28.62,18.59,0.17,89.4,0.68,,12.93,494.7,,2.49,,E,27.15,102282.48
WBB,08/01/2015 09:40 MDT,85719.0,29.04,18.79,0.16,321.8,0.49,,12.93,515.0,,2.99,,NW,27.46,102286.06
WBB,08/01/2015 09:45 MDT,85721.0,29.26,18.47,0.55,298.5,1.37,,13.0,531.1,,2.93,,WNW,27.62,102288.44
WBB,08/01/2015 09:50 MDT,85721.0,27.97,19.96,1.14,246.3,1.96,,12.99,560.2,,2.94,,WSW,26.72,102288.44
WBB,08/01/2015 09:55 MDT,85721.0,26.66,24.86,1.26,272.3,2.45,,12.91,579.0,,4.94,,W,,102288.44
WBB,08/01/2015 10:00 MDT,85719.0,27.01,21.97,0.88,247.2,1.57,,12.91,599.6,,3.49,,WSW,26.34,102286.06
WBB,08/01/2015 10:05 MDT,85714.0,27.56,22.96,0.79,236.6,1.76,,12.9,637.4,,4.58,,WSW,26.53,102280.09
WBB,08/01/2015 10:10 MDT,85708.0,27.17,22.82,0.85,251.1,1.57,,12.9,392.6,,4.16,,WSW,26.54,102272.93
WBB,08/01/2015 10:15 MDT,85705.0,26.81,22.97,1.02,248.3,1.57,,12.97,658.7,,3.95,,WSW,26.15,102269.35
WBB,08/01/2015 10:20 MDT,85704.0,27.1,24.51,1.03,261.7,2.06,,12.89,662.1,,5.12,,W,26.51,102268.16
WBB,08/01/2015 10:25 MDT,85704.0,27.42,23.18,0.75,247.6,1.76,,12.88,670.5,,4.59,,WSW,26.44,102268.16
WBB,08/01/2015 10:30 MDT,85704.0,27.65,22.77,1.1,247.0,1.76,,12.97,681.0,,4.53,,WSW,26.58,102268.16
WBB,08/01/2015 10:35 MDT,85703.0,27.99,21.78,0.62,257.6,1.47,,12.9,688.1,,4.19,,WSW,26.78,102266.96
WBB,08/01/2015 10:40 MDT,85701.0,28.69,21.17,0.88,253.3,1.76,,12.9,672.6,,4.38,,WSW,27.26,102264.58
WBB,08/01/2015 10:45 MDT,85700.0,28.42,22.26,0.63,232.7,2.25,,12.95,638.8,,4.86,,SW,27.1,102263.38
WBB,08/01/2015 10:50 MDT,85699.0,29.15,21.22,0.75,241.8,1.86,,12.87,697.8,,4.8,,WSW,27.61,102262.19
WBB,08/01/2015 10:55 MDT,85696.0,28.59,21.75,0.96,243.7,1.76,,12.9,719.0,,4.68,,WSW,27.21,102258.61
WBB,08/01/2015 11:00 MDT,85690.0,28.99,20.28,0.45,272.9,1.47,,12.94,732.1,,4.02,,W,27.46,102251.45
WBB,08/01/2015 11:05 MDT,85687.0,29.95,18.42,1.11,205.9,2.45,,12.89,739.2,,3.46,,SSW,28.16,102247.87
WBB,08/01/2015 11:10 MDT,85687.0,29.21,18.5,0.95,181.7,1.86,,12.86,748.1,,2.91,,S,27.58,102247.87
WBB,08/01/2015 11:15 MDT,85687.0,29.99,18.02,0.65,149.8,1.76,,12.94,727.3,,3.19,,SSE,28.18,102247.87
WBB,08/01/2015 11:20 MDT,85688.0,30.5,16.99,0.98,215.4,1.86,,12.93,761.9,,2.79,,SW,28.57,102249.06
WBB,08/01/2015 11:25 MDT,85687.0,29.27,17.7,1.1,252.2,2.55,,12.86,772.9,,2.34,,WSW,27.61,102247.87
WBB,08/01/2015 11:30 MDT,85683.0,29.01,16.88,1.33,238.0,2.16,,12.92,739.5,,1.47,,WSW,27.4,102243.1
WBB,08/01/2015 11:35 MDT,85682.0,29.8,17.02,0.59,177.9,1.47,,12.85,799.8,,2.24,,S,28.01,102241.9
WBB,08/01/2015 11:40 MDT,85682.0,29.52,16.58,2.05,215.0,3.72,,12.84,797.4,,1.64,,SW,27.79,102241.9
WBB,08/01/2015 11:45 MDT,85681.0,29.49,16.62,1.61,243.3,3.13,,12.92,786.2,,1.65,,WSW,27.76,102240.71
WBB,08/01/2015 11:50 MDT,85680.0,29.64,15.79,0.63,276.9,1.86,,12.85,774.1,,1.07,,W,27.87,102239.52
WBB,08/01/2015 11:55 MDT,85674.0,30.16,15.47,0.84,347.0,1.86,,12.84,741.1,,1.21,,NNW,28.27,102232.36
WBB,08/01/2015 12:00 MDT,85668.0,30.04,15.78,0.75,33.68,2.06,,12.85,798.3,,1.38,,NNE,28.18,102225.2
WBB,08/01/2015 12:05 MDT,85667.0,30.99,15.21,0.84,271.3,2.74,,12.91,729.1,,1.65,,W,28.94,102224.01
WBB,08/01/2015 12:10 MDT,85666.0,30.0,16.02,0.78,295.0,2.55,,12.85,583.0,,1.56,,WNW,28.15,102222.81
WBB,08/01/2015 12:15 MDT,85660.0,30.73,14.69,0.37,179.3,1.47,,12.84,641.6,,0.96,,S,28.72,102215.65
WBB,08/01/2015 12:20 MDT,85653.0,30.75,15.07,0.77,184.0,2.25,,12.83,753.9,,1.33,,S,28.74,102207.3
WBB,08/01/2015 12:25 MDT,85650.0,30.97,15.33,1.4,221.1,3.43,,12.83,645.2,,1.74,,SW,28.93,102203.72
WBB,08/01/2015 12:30 MDT,85645.0,29.65,15.73,1.49,224.7,3.13,,12.9,778.1,,1.02,,SW,27.87,102197.75
WBB,08/01/2015 12:35 MDT,85638.0,29.88,15.53,1.49,221.6,3.13,,12.83,442.7,,1.03,,SW,28.05,102189.4
WBB,08/01/2015 12:40 MDT,85637.0,29.45,15.92,0.91,211.6,2.64,,12.83,314.7,,1.02,,SSW,27.72,102188.21
WBB,08/01/2015 12:45 MDT,85636.0,29.49,16.56,1.34,212.9,2.55,,12.9,308.8,,1.6,,SSW,27.76,102187.01
WBB,08/01/2015 12:50 MDT,85636.0,29.6,16.71,0.81,195.4,2.64,,12.9,364.1,,1.82,,SSW,27.85,102187.01
WBB,08/01/2015 12:55 MDT,85635.0,30.03,15.15,1.39,220.8,2.74,,12.84,812.0,,0.82,,SW,28.17,102185.82
WBB,08/01/2015 13:00 MDT,85626.0,31.19,15.01,0.51,219.3,1.67,,12.91,636.7,,1.63,,SW,29.1,102175.08
WBB,08/01/2015 13:05 MDT,85624.0,30.79,15.04,1.38,220.6,3.04,,12.85,344.8,,1.33,,SW,28.77,102172.7
WBB,08/01/2015 13:10 MDT,85613.0,30.3,15.02,1.27,170.0,3.53,,12.83,589.9,,0.92,,S,28.38,102159.57
WBB,08/01/2015 13:15 MDT,85611.0,29.92,14.49,2.3,259.2,3.23,,12.91,409.6,,0.12,,W,28.07,102157.18
WBB,08/01/2015 13:20 MDT,85602.0,29.81,14.01,2.25,252.8,3.82,,12.82,634.1,,-0.43,,WSW,27.98,102146.44
WBB,08/01/2015 13:25 MDT,85599.0,30.08,14.0,2.62,256.4,4.41,,12.85,912.0,,-0.22,,WSW,28.2,102142.86
WBB,08/01/2015 13:30 MDT,85590.0,30.47,13.99,2.4,252.0,3.82,,12.91,916.0,,0.08,,WSW,28.51,102132.12
WBB,08/01/2015 13:35 MDT,85585.0,30.86,13.79,2.57,254.1,5.2,,12.82,838.0,,0.2,,WSW,28.82,102126.16
WBB,08/01/2015 13:40 MDT,85578.0,30.9,13.54,2.97,255.9,5.29,,12.83,903.0,,-0.02,,WSW,28.85,102117.8
WBB,08/01/2015 13:45 MDT,85571.0,30.83,13.23,3.17,259.2,5.09,,12.9,924.0,,-0.39,,W,28.79,102109.45
WBB,08/01/2015 13:50 MDT,85568.0,30.96,12.97,3.53,251.3,5.78,,12.83,930.0,,-0.56,,WSW,28.9,102105.87
WBB,08/01/2015 13:55 MDT,85559.0,31.7,12.68,1.9,247.3,4.12,,12.9,923.0,,-0.27,,WSW,29.47,102095.13
WBB,08/01/2015 14:00 MDT,85554.0,31.8,12.06,3.35,263.1,6.08,,12.84,921.0,,-0.87,,W,29.48,102089.17
WBB,08/01/2015 14:05 MDT,85544.0,31.5,12.49,4.03,257.4,6.56,,12.83,917.0,,-0.64,,WSW,29.29,102077.23
WBB,08/01/2015 14:10 MDT,85535.0,30.98,13.08,3.8,238.1,5.59,,12.89,909.0,,-0.42,,WSW,28.92,102066.49
WBB,08/01/2015 14:15 MDT,85528.0,31.55,13.26,2.98,291.8,5.68,,12.83,928.0,,0.22,,WNW,29.39,102058.14
WBB,08/01/2015 14:20 MDT,85522.0,32.06,13.16,3.44,277.3,6.37,,12.81,909.0,,0.52,,W,29.82,102050.98
WBB,08/01/2015 14:25 MDT,85517.0,31.59,13.41,4.08,269.0,7.16,,12.89,730.8,,0.4,,W,29.42,102045.01
WBB,08/01/2015 14:30 MDT,85514.0,31.39,13.51,3.74,271.4,6.66,,12.89,832.0,,0.34,,W,29.26,102041.44
WBB,08/01/2015 14:35 MDT,85507.0,32.17,13.26,3.12,286.3,5.98,,12.83,852.0,,0.71,,WNW,29.91,102033.08
WBB,08/01/2015 14:40 MDT,85502.0,31.44,13.53,5.32,270.7,8.23,,12.83,851.0,,0.4,,W,29.3,102027.12
WBB,08/01/2015 14:45 MDT,85497.0,31.19,13.65,4.46,283.3,7.25,,12.89,833.0,,0.32,,WNW,29.09,102021.15
WBB,08/01/2015 14:50 MDT,85490.0,31.3,13.82,4.1,286.2,6.76,,12.81,854.0,,0.58,,WNW,29.18,102012.8
WBB,08/01/2015 14:55 MDT,85486.0,31.73,13.88,3.44,276.3,5.98,,12.89,818.0,,0.99,,W,29.54,102008.02
WBB,08/01/2015 15:00 MDT,85479.0,31.53,13.7,4.45,268.3,7.35,,12.82,804.0,,0.65,,W,29.37,101999.67
WBB,08/01/2015 15:05 MDT,85475.0,31.29,13.85,4.14,260.8,6.86,,12.83,722.6,,0.6,,W,29.17,101994.9
WBB,08/01/2015 15:10 MDT,85468.0,31.34,13.61,4.78,281.6,9.21,,12.81,599.9,,0.4,,WNW,29.21,101986.54
WBB,08/01/2015 15:15 MDT,85465.0,31.69,12.72,3.41,275.8,6.86,,12.89,849.0,,-0.24,,W,29.47,101982.96
WBB,08/01/2015 15:20 MDT,85461.0,32.01,11.55,3.1,280.4,6.76,,12.83,840.0,,-1.29,,W,29.6,101978.19
WBB,08/01/2015 15:25 MDT,85461.0,32.29,10.96,3.98,271.6,7.35,,12.82,710.7,,-1.77,,W,29.76,101978.19
WBB,08/01/2015 15:30 MDT,85458.0,31.86,11.17,3.33,265.1,6.66,,12.89,710.4,,-1.85,,W,29.43,101974.61
WBB,08/01/2015 15:35 MDT,85449.0,32.22,11.18,3.34,283.8,6.76,,12.89,782.2,,-1.56,,WNW,29.73,101963.87
WBB,08/01/2015 15:40 MDT,85443.0,31.96,11.05,3.69,282.9,6.17,,12.81,720.0,,-1.92,,WNW,29.5,101956.71
WBB,08/01/2015 15:45 MDT,85435.0,32.12,11.11,2.65,304.4,5.68,,12.89,702.4,,-1.72,,NW,29.64,101947.17
WBB,08/01/2015 15:50 MDT,85429.0,31.99,10.62,3.63,280.8,6.66,,12.89,726.8,,-2.43,,W,29.48,101940.01
